Categoria;Bairro;Dormitórios;Vagas;Suítes;Tamanho;Preço;Condomínio;IPTU
Flat Residencial;Jardins;2;1;1;95;9000;3000;420
Flat Residencial;Jardins;2;0;1;83;6240;5712;240
Flat Residencial;Paraíso;1;0;0;40;1920;816;24
Armazém Industrial;Jardim Robru;0;0;0;1605;14400;;0
Sala Comercial;Butantã;0;1;0;39;1188;780;0
Sala Comercial;Butantã;0;1;0;27;600;5832;0
Residência em Condomínio;Morumbi;4;3;2;305;7080;636;4800
Sala Comercial;Sé;0;0;0;71;2040;1044;3948
Flat Residencial;Higienópolis;2;0;1;103;3240;1032;132
Flat Residencial;Higienópolis;3;1;0;170;6000;1320;0
Flat Residencial;Morumbi;4;3;4;200;13800;2208;0
Flat Residencial;Morumbi;3;2;1;127;6600;2520;7200
Estabelecimento Comercial;Parelheiros;0;0;0;55;2640;;0
Residência em Condomínio;Interlagos;4;3;2;345;9600;1152;5100
Sala Comercial;Morumbi;0;1;0;40;1560;900;0
Flat Residencial;Jardim Europa;3;2;1;155;11760;3300;1800
Flat Residencial;Higienópolis;2;0;2;130;16800;1560;3000
Flat Residencial;Interlagos;2;0;1;64;1800;936;114
Sala Comercial;Higienópolis;0;0;0;32;1560;600;156
Flat Residencial;Jardim Europa;3;2;3;192;15600;3240;1104
Flat Residencial;Jardins;2;1;1;105;10800;38712;0
Sala Comercial;Sé;0;0;0;35;1200;336;1044
Flat Residencial;Higienópolis;1;0;0;45;2040;660;0
Flat Residencial;Grajaú;1;0;0;45;576;;0
Sala Comercial;Interlagos;0;11;0;495;42000;7080;3900
Flat Residencial;Higienópolis;3;1;1;145;5400;1680;300
Flat Residencial;Morumbi;4;3;2;205;18000;30756;7524
Flat Residencial;Jardim Europa;3;0;1;155;6600;1200;0
Flat Residencial;Vila Madalena;4;3;2;238;15000;5040;0
Flat Residencial;Jardins;3;1;3;235;12000;2520;1080
Flat Residencial;Morumbi;4;4;4;336;18000;39768;8544
Flat Residencial;Tucuruvi;2;1;1;65;1320;5112;60
Flat Residencial;Jardins;2;1;1;80;6600;1068;276
Kitnet;Jardim Japão;0;0;0;30;960;;0
Flat Residencial;Higienópolis;2;1;1;185;8400;2160;384
Flat Residencial;Tucuruvi;2;1;0;63;1320;588;468
Flat Residencial;Morumbi;4;4;4;230;18000;6000;1680
Flat Residencial;Jardins;3;1;1;145;8640;3480;0
Flat Residencial;Higienópolis;1;0;0;50;2400;780;0
Flat Residencial;Vila Madalena;4;0;2;300;26400;29616;0
Estabelecimento Comercial;Morumbi;0;3;0;455;42000;121344;7644
Flat Residencial;Higienópolis;1;0;0;65;2160;660;1188
Residência;Barra Funda;5;1;0;166;7200;;0
Flat Residencial;Higienópolis;2;0;0;83;3600;780;0
Flat Residencial;Vila Esperança;1;0;0;30;948;;0
Flat Residencial;Jardim Europa;3;2;1;131;8400;2160;786
Kitnet;Paraíso;1;0;0;31;1440;276;288
Flat Residencial;Butantã;2;1;0;70;1980;6828;5772
Sala Comercial;Vila Mariana;0;0;0;29;1200;780;0
Residência;Ilha do Bororé;3;2;2;122;2280;108;0
Flat Residencial;Interlagos;2;1;1;73;1440;8472;1236
Flat Residencial;Morumbi;2;1;1;87;5400;1044;180
Sala Comercial;Morumbi;0;2;0;77;4800;30888;720
Imóvel Comercial;Sé;0;1;0;135;6000;3600;0
Sala Comercial;Barra Funda;0;4;0;285;20160;6384;840
Flat Residencial;Morumbi;2;1;1;105;3180;1836;336
Sala Comercial;Sé;0;0;0;75;2400;2520;300
Sala Comercial;Sé;0;0;0;60;2280;9924;270
Flat Residencial;Grajaú;2;0;0;55;780;360;0
Sala Comercial;Interlagos;0;2;0;67;3000;14916;144
Flat Residencial;Morumbi;2;2;1;86;4200;1320;168
Flat Residencial;Morumbi;4;4;2;465;12000;7080;600
Flat Residencial;Jardim Bonfiglioli;2;1;1;81;1920;1008;0
Flat Residencial;Interlagos;2;2;1;101;2760;1164;1296
Flat Residencial;Jardim Europa;2;1;1;115;6600;1560;0
Flat Residencial;Jardins;2;1;1;95;7080;3360;480
Sala Comercial;Morumbi;0;1;0;41;1800;15288;2004
Flat Residencial;Morumbi;2;1;1;107;3480;1704;348
Flat Residencial;Morumbi;3;3;1;185;7200;2016;0
Flat Residencial;Vila Esperança;2;1;0;85;1620;660;0
Flat Residencial;Higienópolis;3;1;1;155;4800;1680;360
Flat Residencial;Jardim Europa;2;2;1;105;4680;1908;468
Sala Comercial;Morumbi;0;1;0;35;1560;696;2136
Flat Residencial;Jardim Europa;1;1;0;70;2520;15264;1968
Flat Residencial;Jaçanã;2;1;1;65;1800;600;180
Residência;Morumbi;4;4;4;457;24000;;0
Flat Residencial;Perdizes;3;1;0;155;1920;780;108
Flat Residencial;Higienópolis;3;0;0;90;3480;1200;192
Vaga de Estacionamento;Sé;0;0;0;14;120;5352;0
Sala Comercial;Jardins;0;0;0;328;34800;9246;2400
Flat Residencial;Vila Madalena;3;2;1;132;5400;3120;4800
Flat Residencial;Jardins;3;2;1;305;25800;4320;0
Flat Residencial;Morumbi;4;2;1;163;3000;19464;486
Sala Comercial;Sé;0;0;0;38;720;6876;1476
Flat Residencial;Jardins;2;1;2;88;12000;4680;0
Flat Residencial;Vila Mariana;2;1;1;95;3120;1080;0
Flat Residencial;Morumbi;3;2;1;103;3060;1452;126
Sala Comercial;Morumbi;0;1;0;39;1200;1440;3936
Flat Residencial;Jardim Europa;4;2;1;290;20280;35544;18072
Estabelecimento Comercial;Morumbi;0;19;0;215;66000;;30000
Flat Residencial;Higienópolis;2;1;1;110;3360;882;0
Sala Comercial;Sé;0;0;0;30;900;384;852
Residência;Jardim Guedala;3;2;3;205;14400;;480
Flat Residencial;Butantã;2;1;1;75;1980;696;0
Flat Residencial;Jardim Guedala;3;1;1;147;8400;1920;4836
Flat Residencial;Morumbi;4;2;2;169;6600;2340;432
Sala Comercial;Sé;0;18;0;1145;95760;265116;38028
Sala Comercial;Sé;0;0;0;359;30000;10200;2982
Flat Residencial;Paraíso;2;1;1;105;3420;900;2544
Edifício Completo;Jardins;0;0;0;287;30000;;40410
Flat Residencial;Higienópolis;4;1;0;207;9000;25248;7008
Flat Residencial;Paraíso;2;0;1;70;3000;840;42
Flat Residencial;Higienópolis;4;1;4;435;14400;3600;360
Residência em Condomínio;Morumbi;4;3;4;303;16800;1788;606
Ponto Comercial;Morumbi;0;0;0;27;3240;780;2256
Armazém Industrial;Jardim Angela;0;10;0;545;3600;;0
Flat Residencial;Santana;2;1;1;55;1920;480;336
Flat Residencial;Morumbi;2;1;1;99;2460;1872;2604
Estabelecimento Comercial;São Miguel Paulista;0;0;0;50;1800;;552
Flat Residencial;Morumbi;3;3;3;241;19200;5040;1200
Flat Residencial;Santana;2;1;1;55;1800;540;468
Flat Residencial;Jardins;3;1;3;175;11040;2040;5364
Sala Comercial;Morumbi;0;1;0;27;1500;588;54
Flat Residencial;Butantã;2;1;0;53;1320;432;162
Residência em Condomínio;Butantã;4;2;2;615;5400;1116;852
Flat Residencial;Interlagos;3;2;2;201;3000;1686;30888
Flat Residencial;Jardins;3;1;1;185;8160;3516;750
Flat Residencial;Higienópolis;2;0;0;80;3120;1440;108
Kitnet;Sé;1;0;0;40;1080;480;204
Sala Comercial;Morumbi;0;2;0;75;2880;3120;600
Flat Residencial;Jardins;2;1;1;95;14400;4920;600
Flat Residencial;Jardins;2;0;0;70;3000;1080;2208
Sala Comercial;Jardim Europa;0;2;0;155;42000;91476;26124
Apart-Hotel;Morumbi;1;1;0;55;2400;;0
Flat Residencial;Perdizes;3;0;0;95;23988;720;0
Flat Residencial;Higienópolis;3;1;1;101;4800;1176;156
Flat Residencial;Jardim Anália Franco;2;1;0;70;1500;780;0
Flat Residencial;Perdizes;3;1;1;145;3360;1512;0
Flat Residencial;Jardins;1;0;0;61;2640;10944;1872
Flat Residencial;Água Rasa;2;0;0;85;1560;8292;792
Flat Residencial;Brás;1;1;0;51;1140;660;192
Armazém Industrial;Butantã;0;0;0;505;15600;;3000
Flat Residencial;Perdizes;2;0;0;78;2160;660;0
Estabelecimento Comercial;Sé;0;0;0;95;6000;7704;3852
Estabelecimento Comercial;Vila Maria Alta;0;0;0;29;3000;1110;0
Sala Comercial;Interlagos;0;1;0;32;840;;0
Flat Residencial;Interlagos;3;1;1;80;2160;1044;180
Flat Residencial;Jardins;1;0;0;50;3000;684;0
Sala Comercial;Sé;0;0;0;30;600;480;0
Flat Residencial;Jardins;3;1;1;150;6000;4200;7452
Flat Residencial;Barra Funda;2;0;0;55;2160;420;0
Flat Residencial;Alphaville (Grande SP);4;2;2;135;6000;1668;300
Sala Comercial;Perdizes;0;0;0;29;1140;7524;1536
Flat Residencial;Perdizes;2;1;0;96;2040;792;1716
Flat Residencial;Paraíso;1;0;1;129;10800;600;0
Flat Residencial;Jardim Peri;4;2;3;250;3240;1656;174
Flat Residencial;Morumbi;2;1;0;63;1440;840;0
Flat Residencial;Jardim Europa;3;2;2;95;9000;1680;0
Flat Residencial;Alto de Pinheiros;4;0;3;125;9600;17772;1920
Flat Residencial;Higienópolis;3;0;0;105;2640;12156;2568
Flat Residencial;Alto de Pinheiros;1;0;0;36;2160;5616;6636
Sala Comercial;Vila Mariana;0;3;0;174;15600;53928;0
Residência;Jardim Paulista;3;1;2;413;34800;1020;960
Flat Residencial;Jardins;3;1;3;255;24000;2160;0
Flat Residencial;Jardins;3;1;1;95;4200;1020;180
Flat Residencial;Higienópolis;1;0;0;40;2400;;0
Flat Residencial;Paraíso;1;0;0;48;2520;7824;30
Flat Residencial;Interlagos;4;2;2;177;3240;1440;3444
Flat Residencial;Morumbi;1;1;1;70;2220;9888;0
Sala Comercial;Sé;0;0;0;56;1920;9384;3084
Flat Residencial;Higienópolis;3;0;3;75;4320;;0
Apart-Hotel;Jardins;2;1;2;105;9600;6000;600
Kitnet;Sé;0;0;0;34;720;582;30
Flat Residencial;Mandaqui;2;1;1;65;1440;720;0
Sala Comercial;Higienópolis;0;0;0;165;18000;3612;0
Flat Residencial;Santana;2;1;0;93;2160;924;108
Flat Residencial;Morumbi;2;1;2;101;3600;816;360
Flat Residencial;Perdizes;3;2;1;135;3600;1560;246
Flat Residencial;Pari;2;0;0;57;1200;;18
Residência;Vila Ré;3;1;0;165;2040;;54
Flat Residencial;Interlagos;3;2;1;105;2400;5652;2568
Flat Residencial;Interlagos;3;2;2;215;3600;9372;5610
Sala Comercial;Sé;0;0;0;552;42000;;0
Flat Residencial;Interlagos;2;2;2;88;3240;960;324
Flat Residencial;Vila Mariana;1;0;0;45;2160;720;276
Residência;Butantã;3;4;1;384;6600;;0
Flat Residencial;Jardim Europa;3;0;0;98;3360;13488;0
Flat Residencial;Higienópolis;2;0;0;80;3240;696;2148
Flat Residencial;Higienópolis;1;0;0;45;2040;732;0
Flat Residencial;Santana;2;0;0;67;1320;600;444
Sala Comercial;Interlagos;0;1;0;45;1920;1164;0
Flat Residencial;Paraíso;1;1;0;73;3360;10524;1488
Ponto Comercial;Sé;0;0;0;205;19200;;960
Sala Comercial;Morumbi;0;1;0;59;2400;14076;2976
Sala Comercial;Sé;0;0;0;32;5328;5328;1188
Residência em Condomínio;Jaguaré;4;2;1;259;5400;384;120
Sobrado Pequeno;Vila Mariana;2;0;0;125;2040;90;0
Flat Residencial;Higienópolis;3;0;0;135;5280;696;0
Flat Residencial;Jardim Bonfiglioli;2;0;0;84;2040;3876;948
Sala Comercial;Perdizes;0;0;0;36;900;780;0
Flat Residencial;Tucuruvi;2;0;0;61;1440;396;0
Flat Residencial;Higienópolis;3;0;0;105;3000;1080;2508
Estabelecimento Comercial;Santana;0;4;0;146;10800;;13752
Estabelecimento Comercial;Morumbi;0;1;0;75;4200;2280;9192
Edifício Completo;Vila Mariana;0;0;0;305;18000;;0
Sobrado Pequeno;Perdizes;2;0;0;80;1800;4104;0
Flat Residencial;Perdizes;3;0;0;100;1920;9564;0
Flat Residencial;Morumbi;3;2;1;185;3600;1380;0
Flat Residencial;Paraíso;1;0;1;43;1800;834;672
Sala Comercial;Higienópolis;0;0;0;37;2160;7632;120
Flat Residencial;Jardim Europa;3;2;1;165;21600;4800;600
Flat Residencial;Jardim Paulista;2;2;1;97;3840;12276;2208
Flat Residencial;Higienópolis;3;1;1;155;6240;16272;2424
Flat Residencial;Jardim Angela;2;0;0;78;1080;;0
Sala Comercial;Sé;0;1;0;395;27600;14400;0
Flat Residencial;Vila Madalena;4;1;1;317;9600;36708;1608
Flat Residencial;Jardim Paulista;2;0;0;85;3120;1020;0
Flat Residencial;Vila Maria;2;1;1;100;1920;216;84
Flat Residencial;Jardim Europa;4;4;3;205;14400;2160;720
Flat Residencial;Interlagos;3;2;3;192;4200;1470;8628
Flat Residencial;Jardim Paulista;3;1;0;101;3600;1032;1752
Flat Residencial;Higienópolis;4;1;1;305;6000;3600;1320
Sala Comercial;Sé;0;0;0;33;600;7092;1584
Flat Residencial;Perdizes;3;1;0;105;2400;1200;1176
Residência;Tucuruvi;1;0;1;50;900;12;0
Flat Residencial;Higienópolis;2;1;0;102;2640;1776;216
Residência em Condomínio;Morumbi;4;4;4;335;9000;612;7200
Flat Residencial;Morumbi;3;2;1;96;3600;1200;1776
Flat Residencial;Grajaú;3;1;1;105;2160;;0
Sala Comercial;Jardim Europa;0;0;0;155;30000;2880;83316
Residência em Condomínio;Interlagos;4;2;3;161;4200;1080;396
Flat Residencial;Jaguaré;2;1;1;108;2160;1440;0
Sala Comercial;Jardins;0;1;0;36;2640;16296;240
Estabelecimento Comercial;Interlagos;0;8;0;305;20400;5880;1740
Edifício Completo;São Miguel Paulista;0;0;0;1211;26400;;267168
Flat Residencial;Higienópolis;4;1;1;235;6000;2178;6072
Flat Residencial;Morumbi;2;1;1;107;3000;1740;3048
Flat Residencial;Jardins;3;0;3;205;20400;44232;0
Flat Residencial;Higienópolis;1;0;0;45;2280;840;78
Kitnet;Vila Mariana;1;0;0;26;1176;534;36
Flat Residencial;Jaguaré;2;1;1;65;1680;720;0
Flat Residencial;Higienópolis;3;0;0;160;6240;19488;4512
Estabelecimento Comercial;Sé;0;0;0;805;48000;;0
Flat Residencial;Jardim Europa;3;1;0;103;3960;14568;1740
Flat Residencial;Paraíso;3;0;0;150;2400;1440;0
Flat Residencial;Higienópolis;3;0;0;162;5400;1116;792
Flat Residencial;Morumbi;4;3;3;329;7800;2160;1440
Sala Comercial;Morumbi;0;1;0;55;2400;12612;2688
Residência em Condomínio;Jardim Ângela;5;3;2;435;4800;1140;300
Flat Residencial;Santana;2;1;0;75;1080;8052;132
Kitnet;Higienópolis;1;0;0;50;1920;5304;804
Sala Comercial;Vila Mariana;0;14;0;705;66000;8844;11832
Flat Residencial;Higienópolis;2;0;0;75;6000;1194;192
Residência;Vila Matilde;2;1;1;70;1680;;0
Armazém Industrial;Pari;0;5;0;1105;21600;;864
Residência;Marsilac;2;1;0;65;1200;;0
Sala Comercial;Sé;0;0;0;41;600;1320;0
Flat Residencial;Vila Mariana;4;2;1;275;7200;3300;5604
Imóvel Comercial;Vila Santa Catarina;4;0;1;4505;12000;;7896
Flat Residencial;Morumbi;4;3;1;185;9600;3264;0
Flat Residencial;Jardim Paulista;2;1;0;79;3000;8016;1176
Flat Residencial;Mandaqui;3;1;1;84;1560;8064;138
Kitnet;Higienópolis;1;0;0;46;1560;828;864
Flat Residencial;Higienópolis;3;1;0;145;5280;15108;2832
Flat Residencial;Higienópolis;1;0;0;43;4200;720;7836
Sala Comercial;Perdizes;0;0;0;22;840;312;1044
Flat Residencial;Jardim Europa;3;1;1;120;5160;10416;0
Flat Residencial;Morumbi;4;3;1;169;9000;3000;6384
Flat Residencial;Morumbi;4;3;4;275;21600;6240;1680
Kitnet;Sé;1;0;0;27;960;540;3048
Kitnet;Vila Mariana;1;0;0;30;1200;4392;60
Armazém Industrial;Vila Ré;0;0;0;7370;212112;;0
Armazém Industrial;Brás;0;0;0;4205;48000;;14400
Residência;Cambuci;3;1;0;116;3840;408;1176
Flat Residencial;Interlagos;3;2;1;105;2280;1038;132
Flat Residencial;Vila Madalena;2;1;1;97;5400;1320;3882
Sala Comercial;Sé;0;0;0;95;6600;3000;0
Sala Comercial;Morumbi;0;1;0;139;5400;1980;1608
Edifício Completo;Vila Mariana;0;5;0;1066;96000;;7332
Flat Residencial;Liberdade;2;0;0;117;2760;828;0
Flat Residencial;Higienópolis;2;0;0;80;3840;660;48
Flat Residencial;Jardins;3;1;2;185;9000;2280;420
Flat Residencial;Água Rasa;3;0;0;75;1440;420;24
Flat Residencial;Higienópolis;1;0;0;39;1800;690;684
Flat Residencial;Jardim Japão;2;0;0;50;1188;4488;0
Flat Residencial;Cangaíba;2;1;0;75;1200;342;0
Flat Residencial;Perdizes;2;0;0;53;1560;5352;0
Flat Residencial;Vila Mariana;3;2;0;120;3840;1284;0
Flat Residencial;Higienópolis;1;0;0;43;2040;660;456
Flat Residencial;Morumbi;4;2;1;150;5760;32688;612
Flat Residencial;Morumbi;2;1;1;95;3540;1620;3108
Flat Residencial;Higienópolis;3;0;0;108;3000;1614;2712
Flat Residencial;Morumbi;3;2;1;145;6000;2280;840
Sala Comercial;Sé;0;0;0;265;22800;8880;1440
Flat Residencial;Vila Mariana;3;2;1;125;5340;1800;144
Sala Comercial;Sé;0;0;0;355;9600;5220;2172
Sala Comercial;Grajaú;0;0;0;55;3600;972;0
Sala Comercial;Interlagos;0;3;0;112;7200;;16524
Flat Residencial;Brás;2;0;0;52;1560;492;1620
Flat Residencial;Morumbi;3;1;1;85;2760;720;1044
Flat Residencial;Morumbi;4;2;2;135;6000;1620;300
Flat Residencial;Jardim Europa;3;2;3;305;18000;5400;2040
Flat Residencial;Jardins;3;1;1;120;7320;2040;276
Flat Residencial;Interlagos;2;1;1;75;2640;900;0
Flat Residencial;Morumbi;2;1;1;75;3360;900;192
Flat Residencial;Santana;1;1;0;45;1080;5472;24
Flat Residencial;Perdizes;3;1;2;145;3480;264;2184
Flat Residencial;Vila Matilde;2;1;0;83;1320;228;0
Imóvel Comercial;Alto de Pinheiros;1;0;0;2155;36000;;0
Imóvel Comercial;Vila Mariana;8;3;0;355;16800;;0
Flat Residencial;Jardim Paulista;2;1;1;91;4080;2238;2724
Sala Comercial;Morumbi;0;0;0;38;1200;11076;672
Flat Residencial;Morumbi;3;2;0;217;6000;1440;8184
Flat Residencial;Barra Funda;3;2;0;133;2880;1206;0
Sala Comercial;Higienópolis;0;0;0;32;660;8484;1908
Flat Residencial;Morumbi;3;3;3;273;13200;4764;1776
Flat Residencial;Morumbi;3;0;1;225;7200;2394;0
Kitnet;Perdizes;0;0;0;25;960;456;0
Flat Residencial;Morumbi;2;1;1;77;1920;1392;912
Estabelecimento Comercial;Butantã;0;0;0;55;3360;4776;2472
Sobrado Pequeno;Penha;1;0;0;28;900;;0
Flat Residencial;Perdizes;3;1;1;179;3900;1620;3336
Estabelecimento Comercial;Sé;0;0;0;125;17400;;2400
Flat Residencial;Perdizes;2;0;0;67;1800;6912;744
Flat Residencial;Alphaville (Grande SP);2;1;1;79;3960;1320;0
Residência em Condomínio;Morumbi;4;4;2;665;36000;1260;1560
Estabelecimento Comercial;Morumbi;0;0;0;38;1464;1218;918
Flat Residencial;Grajaú;2;1;1;105;1560;420;0
Sala Comercial;Interlagos;0;1;0;35;1440;594;168
Flat Residencial;Jardim Peri;2;1;1;69;1320;6048;0
Flat Residencial;Higienópolis;1;0;1;43;2640;540;0
Lote Urbano;Vila Santa Catarina;0;0;0;13005;72000;;0
Flat Residencial;Cambuci;3;0;1;102;3360;8544;1908
Flat Residencial;Vila Esperança;2;0;0;71;936;4128;0
Flat Residencial;Butantã;2;0;1;84;1680;900;1116
Sala Comercial;Butantã;0;3;0;68;3000;21348;2952
Sala Comercial;Vila Mariana;0;3;0;245;28800;9600;960
Flat Residencial;Morumbi;5;4;5;439;24000;5520;13200
Residência;Butantã;4;4;4;305;6000;906;0
Flat Residencial;Paraíso;2;0;0;79;3600;780;1512
Residência;Vila Matilde;3;2;1;105;2400;;0
Flat Residencial;Água Rasa;1;1;0;60;1440;1044;30
Sala Comercial;Morumbi;0;1;0;35;1560;726;0
Residência;Jardim São Luís;2;0;0;85;1920;;0
Estabelecimento Comercial;Sé;0;0;0;75;13200;;0
Flat Residencial;Morumbi;4;3;4;254;10200;3420;900
Sala Comercial;Morumbi;0;1;0;35;1320;900;0
Residência;Jardim Paulista;3;0;2;413;34800;1020;960
Sala Comercial;Morumbi;0;2;0;65;4560;20484;0
Flat Residencial;Interlagos;2;2;2;185;2160;978;408
Sala Comercial;Sé;0;0;0;243;12852;56604;16908
Flat Residencial;Morumbi;3;2;1;124;5040;21108;4968
Flat Residencial;Jardim Europa;2;1;1;82;3120;13152;144
Flat Residencial;Morumbi;2;1;1;106;2940;16992;2772
Residência;Morumbi;5;6;4;793;21600;26568;26172
Flat Residencial;Morumbi;4;3;2;405;9000;2160;0
Sala Comercial;Sé;0;0;0;299;17640;63504;3528
Edifício Completo;Grajaú;0;1;0;185;14400;;876
Estabelecimento Comercial;Vila Mariana;0;0;0;125;10800;;0
Flat Residencial;Morumbi;2;1;0;60;1500;600;168
Flat Residencial;Vila Mariana;2;1;1;85;1560;840;792
Flat Residencial;Jardins;3;1;1;145;9480;3480;600
Flat Residencial;Higienópolis;2;0;0;63;2880;540;0
Flat Residencial;Brás;2;1;1;60;2160;6576;0
Sala Comercial;Vila Mariana;0;0;0;15;59028;;0
Kitnet;Cambuci;1;0;0;29;1320;480;36
Flat Residencial;Jardim Guedala;3;2;1;135;6600;1680;396
Armazém Industrial;Vila Ré;0;0;0;255;2400;;0
Flat Residencial;Vila Formosa;1;0;0;40;540;;0
Sala Comercial;Interlagos;0;1;0;28;1200;5424;0
Sala Comercial;Interlagos;0;1;0;41;1920;672;0
Flat Residencial;Barra Funda;1;0;0;49;1560;576;408
Residência em Condomínio;Parelheiros;4;2;2;405;4200;90000;0
Flat Residencial;Jardins;2;1;1;129;10800;1980;480
Ponto Comercial;Sé;0;0;0;114;5040;1608;336
Sala Comercial;Higienópolis;0;1;0;54;1560;11652;3852
Flat Residencial;Jardim Paulista;2;1;0;75;2640;960;102
Flat Residencial;Jardim Europa;3;2;1;135;9000;2760;540
Sala Comercial;Sé;0;0;0;201;14400;56964;56964
Armazém Industrial;Jardim Anália Franco;0;4;0;339;8400;;10704
Flat Residencial;Morumbi;3;2;2;175;6600;2484;648
Flat Residencial;Higienópolis;1;0;0;40;1560;8268;36
Estabelecimento Comercial;Vila Esperança;0;2;0;65;1800;;0
Flat Residencial;Jardins;5;1;4;245;14400;2760;1260
Flat Residencial;Morumbi;3;3;2;285;10800;4440;1440
Flat Residencial;Butantã;1;0;0;45;1080;;156
Flat Residencial;Higienópolis;3;1;0;208;4800;1680;6024
Flat Residencial;Higienópolis;2;1;1;67;4560;;0
Flat Residencial;Vila Mariana;2;1;1;90;2400;5412;120
Residência;Vila Mariana;4;4;4;342;5400;;4044
Flat Residencial;Interlagos;3;1;1;79;2160;1008;1776
Residência em Condomínio;Marsilac;3;5;3;255;3600;240;216
Flat Residencial;Morumbi;4;2;1;205;3360;2040;300
Sala Comercial;Sé;0;0;0;955;327252;138876;3426
Sala Comercial;Luz;0;96;0;7205;561600;168000;0
Sala Comercial;Morumbi;0;2;0;109;4800;4320;984
Flat Residencial;Morumbi;5;3;5;1205;28800;9240;6972
Flat Residencial;Vila Mariana;2;1;1;101;4440;1080;26808
Sala Comercial;Sé;0;0;0;98;1800;1020;0
Flat Residencial;Penha;3;1;1;505;4200;;0
Flat Residencial;Santana;2;1;1;57;1320;504;168
Sala Comercial;Morumbi;0;1;0;55;1200;720;0
Sala Comercial;Sé;0;0;0;75;2040;1440;360
Flat Residencial;Morumbi;2;1;2;72;1920;1464;108
Sala Comercial;Sé;0;2;0;59;1440;2160;1608
Flat Residencial;Limão;2;0;0;55;1080;;0
Armazém Industrial;Luz;0;0;0;1505;30000;;0
Flat Residencial;Higienópolis;3;0;0;132;3000;1398;0
Flat Residencial;Morumbi;2;1;1;71;2400;1320;2016
Sala Comercial;Sé;0;0;0;62;1440;8868;2484
Flat Residencial;Morumbi;1;1;0;74;2400;18564;2520
Flat Residencial;Bela Vista;2;1;0;65;1800;1140;384
Flat Residencial;Jardim Guedala;2;2;1;128;8040;1800;42
Flat Residencial;Morumbi;4;4;4;235;15600;2640;468
Armazém Industrial;Jardim São Luís;0;0;0;485;8160;;480
Flat Residencial;Vila Madalena;3;1;1;157;7800;2280;504
Flat Residencial;Paraíso;2;0;0;71;2880;9036;0
Lote Urbano;Interlagos;0;0;0;695;9600;;1200
Flat Residencial;Jaçanã;2;1;0;55;1320;5796;204
Estabelecimento Comercial;Morumbi;0;1;0;120;4200;31848;7446
Flat Residencial;Jardins;2;1;2;80;7200;2022;0
Flat Residencial;Água Rasa;2;0;0;75;1800;336;0
Flat Residencial;Morumbi;2;2;2;115;5160;1980;0
Flat Residencial;Butantã;2;1;1;73;1800;816;102
Flat Residencial;Morumbi;5;3;4;802;27000;8400;513816
Flat Residencial;Higienópolis;1;0;0;41;1920;528;0
Flat Residencial;Morumbi;2;1;1;70;2040;840;120
Sala Comercial;Sé;0;0;1;35;3000;;0
Armazém Industrial;São Miguel Paulista;0;0;0;273;6960;;492
Armazém Industrial;Grajaú;0;0;0;9603;2188428;316788;86376
Sala Comercial;Morumbi;0;1;0;26;840;480;96
Flat Residencial;Morumbi;2;1;2;88;10800;;0
Flat Residencial;Jardim Guedala;3;1;0;130;6600;2040;0
Flat Residencial;Morumbi;2;1;1;74;3000;1140;240
Estabelecimento Comercial;Morumbi;0;1;0;158;10116;59688;15636
Sala Comercial;Liberdade;0;10;0;445;22800;12600;1602
Sala Comercial;Grajaú;0;1;0;38;996;138;1848
Flat Residencial;Brás;2;1;1;60;1680;660;60
Flat Residencial;Penha (SP);1;0;0;45;1020;;0
Flat Residencial;Perdizes;1;1;0;60;1680;4884;708
Sala Comercial;Vila Mariana;0;0;0;33;1920;3936;2844
Flat Residencial;Jaguaré;2;0;1;58;1560;6564;0
Flat Residencial;Interlagos;4;2;1;205;3108;1122;0
Flat Residencial;Jardins;4;2;2;472;66000;9600;0
Sala Comercial;Sé;0;0;0;505;19200;102792;19332
Flat Residencial;Morumbi;3;2;1;146;4200;1800;414
Apart-Hotel;Morumbi;2;1;2;105;9600;6600;960
Residência;Vila Santa Catarina;1;0;0;40;780;;0
Flat Residencial;Paraíso;3;1;1;103;3360;11472;2436
Flat Residencial;Alto de Pinheiros;2;1;1;95;5280;1260;228
Residência em Condomínio;Morumbi;4;8;4;756;21600;28008;28848
Flat Residencial;Higienópolis;2;4;2;190;9600;3120;828
Sala Comercial;Interlagos;0;1;0;40;2100;480;12
Sala Comercial;Morumbi;0;3;0;114;10800;2520;384
Flat Residencial;Jardim Paulista;3;1;1;133;3840;1968;276
Residência em Condomínio;Morumbi;4;4;4;305;12000;840;6600
Flat Residencial;Jaguaré;3;1;1;96;2400;19248;210
Estabelecimento Comercial;Brás;0;0;0;65;2160;;0
Sala Comercial;Morumbi;0;1;0;65;3360;2352;4872
Sala Comercial;Interlagos;0;1;0;29;960;4368;0
Flat Residencial;Jardins;3;1;1;185;6000;25956;66
Flat Residencial;Interlagos;3;2;2;243;6000;1260;2616
Flat Residencial;Higienópolis;2;1;0;85;3600;1440;234
Flat Residencial;Morumbi;2;2;1;115;7200;2160;0
Sala Comercial;Morumbi;0;1;0;37;2160;13968;2064
Kitnet;Higienópolis;1;0;0;39;1680;9048;828
Flat Residencial;Interlagos;3;1;3;185;2760;996;4656
Sala Comercial;Morumbi;0;1;0;46;1680;14988;2652
Estabelecimento Comercial;Morumbi;0;0;0;476;39564;14130;50868
Residência;Morumbi;4;4;4;850;42000;;19716
